collegeAthleteId,nflAthleteId,collegeId,collegeTeam,collegeConference,nflTeam,year,overall,round,pick,name,position,height,weight,preDraftRanking,preDraftPositionRanking,preDraftGrade,hometownInfo
4426434,105534,99,LSU,SEC,Houston,2022,3,1,3,Derek Stingley Jr.,Cornerback,72,190,8.0,2.0,92.0,"{'city': 'Baton Rouge', 'state': 'LA', 'country': 'USA', 'latitude': '30.4459596', 'longitude': '-91.18738', 'countyFips': '22033'}"
4242227,105695,99,LSU,SEC,Minnesota,2022,59,2,27,Ed Ingram,Offensive Guard,75,307,133.0,9.0,66.0,"{'city': 'Desoto', 'state': 'TX', 'country': 'USA', 'latitude': '32.6061241', 'longitude': '-96.865612653687', 'countyFips': '48113'}"
4429607,106088,99,LSU,SEC,New York,2022,81,3,17,Cordale Flott,Cornerback,73,175,85.0,10.0,76.0,"{'city': 'Saraland', 'state': 'AL', 'country': 'USA', 'latitude': '30.820742', 'longitude': '-88.0705556', 'countyFips': '01097'}"
4426475,106118,99,LSU,SEC,San Francisco,2022,93,3,29,Tyrion Davis-Price,Running Back,72,211,175.0,14.0,58.0,"{'city': 'Baton Rouge', 'state': 'LA', 'country': 'USA', 'latitude': '30.4459596', 'longitude': '-91.18738', 'countyFips': '22033'}"
4428963,106094,99,LSU,SEC,Cleveland,2022,124,4,19,Cade York,Place Kicker,73,206,140.0,1.0,64.0,"{'city': 'Mckinney', 'state': 'TX', 'country': 'USA', 'latitude': '33.1976496', 'longitude': '-96.6154471', 'countyFips': '48085'}"
4242234,106027,99,LSU,SEC,Las Vegas,2022,126,4,21,Neil Farrell Jr.,Defensive Tackle,76,330,118.0,7.0,69.0,"{'city': 'Mobile', 'state': 'AL', 'country': 'USA', 'latitude': '30.6943566', 'longitude': '-88.0430541', 'countyFips': '01097'}"
4362636,105618,99,LSU,SEC,Dallas,2022,176,5,33,Damone Clark,Inside Linebacker,75,239,173.0,15.0,58.0,"{'city': 'Baton Rouge', 'state': 'LA', 'country': 'USA', 'latitude': '30.4459596', 'longitude': '-91.18738', 'countyFips': '22033'}"
4242229,105461,99,LSU,SEC,Houston,2022,205,6,27,Austin Deculus,Offensive Tackle,77,321,289.0,24.0,40.0,"{'city': 'Mamou', 'state': 'LA', 'country': 'USA', 'latitude': '30.6338092', 'longitude': '-92.4192993', 'countyFips': '22039'}"
4362642,105943,99,LSU,SEC,New England,2022,210,6,32,Chasen Hines,Offensive Guard,75,327,280.0,23.0,42.0,"{'city': 'Marshall', 'state': 'TX', 'country': 'USA', 'latitude': '32.5447756', 'longitude': '-94.3661004', 'countyFips': '48203'}"
4035453,106265,99,LSU,SEC,Tampa Bay,2022,248,7,27,Andre Anthony,Defensive End,76,251,,,,"{'city': 'New Orleans', 'state': 'LA', 'country': 'USA', 'latitude': '29.9499323', 'longitude': '-90.0701156', 'countyFips': '22071'}"
